publish_order,slug,title,category,tags,status,date,hero_image_prompt,hero_image,links_to
97,when-to-replace-window-naperville-signs-and-costs,When to Replace Window Naperville: Signs and Costs,outdoor-landscaping,windows;outdoor-projects;landscaping,draft,2026-09-30,"A photorealistic photograph of a replacement window being installed in a residential home, with the old window removed showing the rough opening, foam insulation being sprayed around the frame, and the new vinyl double-hung window ready to be set. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/when-to-replace-window-naperville-signs-and-costs.webp,professional-window-replacement-full-planning-guide;window-company-replacement-full-planning-guide;when-to-replace-signature-window-signs-and-costs
98,drywall-professional-repairs-a-homeowners-guide,Drywall Professional Repairs: A Homeowner's Guide,painting-walls,wall-repair;drywall;home-repair;painting,draft,2026-07-21,"A photorealistic photograph of a homeowner mudding drywall seams using a wide taping knife to smooth joint compound over paper tape, with a hawk in the other hand, bare drywall sheets visible, and sanding dust in the air. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/drywall-professional-repairs-a-homeowners-guide.webp,interior-house-painting-services-what-homeowners-should-know;exterior-house-painting-pricing-guide-for-homeowners
99,emergency-plumbing-repairs-a-homeowners-guide,Emergency Plumbing Repairs: A Homeowner's Guide,plumbing-electrical,home-repair;electrical;plumbing,draft,2026-06-17,"A photorealistic photograph of a homeowner working under a kitchen sink with a wrench adjusting PVC drain fittings, a flashlight illuminating the work area, plumber's tape and pipe fittings spread on the cabinet floor. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/emergency-plumbing-repairs-a-homeowners-guide.webp,installing-tank-water-heater-what-to-know-first;when-to-call-a-plumber-vs-diy;plumbing-pipe-repair-diy-or-call-a-pro
100,how-to-shut-off-water-heater-without-wrecking-anything,How to Shut Off Water Heater (Without Wrecking Anything),plumbing-electrical,water-damage;electrical;plumbing,draft,2026-07-01,"A photorealistic photograph of a new tank water heater being installed in a utility closet, with copper supply lines being connected, a pipe wrench in use, and the old unit visible nearby waiting for removal. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/how-to-shut-off-water-heater-without-wrecking-anything.webp,emergency-plumbing-repairs-a-homeowners-guide;how-often-should-i-flush-my-water-heater-honest-guide;installing-tank-water-heater-what-to-know-first;is-it-normal-for-water-heater-to-leak-honest-guide;water-heater-igniter-repairs-a-homeowners-guide
101,plumbing-snake-repairs-a-homeowners-guide,Plumbing Snake Repairs: A Homeowner's Guide,plumbing-electrical,home-repair;electrical;plumbing,draft,2026-09-25,"A photorealistic photograph of a homeowner working under a kitchen sink with a wrench adjusting PVC drain fittings, a flashlight illuminating the work area, plumber's tape and pipe fittings spread on the cabinet floor. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/plumbing-snake-repairs-a-homeowners-guide.webp,trenchless-plumbing-repairs-a-homeowners-guide;plumbing-repair-diy-or-call-a-pro;plumbing-drain-repair-diy-or-call-a-pro;plumbing-water-leak-repair-guide-what-to-know;how-to-install-xwfe-water-filter-the-right-way
102,the-real-deal-on-water-damaged-cabinets,The Real Deal on Water Damaged Cabinets,plumbing-electrical,water-damage;cabinets;electrical;plumbing,draft,2026-07-19,"A photorealistic photograph of a homeowner assessing water damage in a basement with a moisture meter pressed against a damp wall, dehumidifier running, and water stains visible on the lower portion of the drywall. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/the-real-deal-on-water-damaged-cabinets.webp,preventing-water-damage-a-practical-guide;finding-good-water-damage-remediation-contractors-near-you
103,the-real-deal-on-water-leaking-from-ac-vent-in-ceiling,The Real Deal on Water Leaking From Ac Vent in Ceiling,plumbing-electrical,water-damage;electrical;plumbing,draft,2026-09-22,"A photorealistic photograph of a homeowner working under a kitchen sink with a wrench adjusting PVC drain fittings, a flashlight illuminating the work area, plumber's tape and pipe fittings spread on the cabinet floor. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/the-real-deal-on-water-leaking-from-ac-vent-in-ceiling.webp,plumbing-repair-diy-or-call-a-pro
104,water-damage-repair-diy-or-call-a-pro,Water Damage Repair: DIY or Call a Pro?,plumbing-electrical,home-repair;water-damage;electrical;plumbing,draft,2026-07-15,"A photorealistic photograph of a homeowner assessing water damage in a basement with a moisture meter pressed against a damp wall, dehumidifier running, and water stains visible on the lower portion of the drywall. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/water-damage-repair-diy-or-call-a-pro.webp,is-it-normal-for-water-heater-to-leak-honest-guide;water-heater-constantly-running-a-diyers-honest-take
105,water-heater-blow-off-valve-leaking-a-practical-guide,Water Heater Blow Off Valve Leaking: A Practical Guide,plumbing-electrical,water-damage;electrical;plumbing,draft,2026-10-04,"A photorealistic photograph of a homeowner working under a kitchen sink with a wrench adjusting PVC drain fittings, a flashlight illuminating the work area, plumber's tape and pipe fittings spread on the cabinet floor. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/water-heater-blow-off-valve-leaking-a-practical-guide.webp,is-it-normal-for-water-heater-to-leak-honest-guide;turn-on-gas-water-heater-honest-advice-for-your-home;water-heater-smells-like-gas-but-no-leak-honest-guide
106,smart-home-system-installation-guide-diy-or-hire-out,Smart Home System Installation Guide: DIY or Hire Out?,tools-materials,tools;building-materials;installation,draft,2026-08-27,"A photorealistic photograph of a homeowner's tool belt and safety gear laid out on a workbench including safety glasses, ear protection, work gloves, a dust mask, and a loaded tool belt. The scene is set in a well-lit suburban home. natural lighting, shot on a Canon EOS R5 with a 35mm lens, shallow depth of field, editorial photography style. No text overlays, no watermarks, no logos, no artificial lighting artifacts. The image looks like it was taken by a professional home renovation photographer for an editorial magazine feature.",/images/posts/smart-home-system-installation-guide-diy-or-hire-out.webp,essential-tools-for-home-renovation;installing-240v-breaker-what-to-know-first;how-to-install-compression-fitting-the-right-way;water-damage-repair-diy-or-call-a-pro
